Drug_ID,Target_ID,pair_id,Core5_Votes,Optional_Votes,Total_Votes_Optional7,Supporting_Models,graphdta_score,dtiam_score,drugban_score,deeppurpose_score,deepdtagan_score,moltrans_score,conplex_score,Drug_Name,Drug_Type,target_name,gene_name,uniprot_accession,organism,Predicted_Disease_TXGNN,Disease_Probability_TXGNN,Disease_Type_TXGNN
DB00844,BE0000092,DB00844|BE0000092,3,1,4,DTIAM;DeepPurpose;DeepDTAGen;Conplex,12.0019,0.1664691865444183,0.54826224,8.2848,12.78851,,0.8234651,Nalbuphine,,Muscarinic acetylcholine receptor M1,CHRM1,P11229,Humans,restless legs syndrome,0.9695,Standard
DB00844,BE0000084,DB00844|BE0000084,3,1,4,DrugBAN;DeepPurpose;DeepDTAGen;Conplex,11.9044,0.0029632418882101,0.9668637,8.5871,12.79664,,0.82419014,Nalbuphine,,5-hydroxytryptamine receptor 4,HTR4,Q13639,Humans,restless legs syndrome,0.9695,Standard
DB00844,BE0000045,DB00844|BE0000045,3,1,4,DTIAM;DeepPurpose;DeepDTAGen;Conplex,11.8723,0.0490335188806057,0.8841966,8.9387,12.80638,1.4530407e-09,0.7762383,Nalbuphine,,Muscarinic acetylcholine receptor M3,CHRM3,P20309,Humans,restless legs syndrome,0.9695,Standard
DB00844,BE0000035,DB00844|BE0000035,3,1,4,DrugBAN;DeepPurpose;DeepDTAGen;Conplex,12.0251,0.0016296297544613,0.9682505,8.1266,12.79418,,0.7836166,Nalbuphine,,Cystinosin,CTNS,O60931,Humans,restless legs syndrome,0.9695,Standard
DB00844,BE0000013,DB00844|BE0000013,3,1,4,DrugBAN;DeepPurpose;DeepDTAGen;Conplex,11.7854,0.0052021071314811,0.97009206,8.1294,12.80025,,0.6847863,Nalbuphine,,Adenosine receptor A1,ADORA1,P30542,Humans,restless legs syndrome,0.9695,Standard
DB00834,BE0000668,DB00834|BE0000668,3,1,4,GraphDTA;DTIAM;DeepPurpose;Conplex,12.978,0.9429765343666076,0.8703764,7.7629,11.96237,,0.683856,Mifepristone,small molecule,Mineralocorticoid receptor,NR3C2,P08235,Humans,rosacea,0.9717,Standard
DB00820,BE0009453,DB00820|BE0009453,3,1,4,GraphDTA;DeepPurpose;DeepDTAGen;MolTrans,12.4883,0.0071111121214926,0.00077664666,8.1429,12.79149,0.5743146,,Tadalafil,small molecule,Interleukin-1 receptor-associated kinase 3,IRAK3,Q9Y616,Humans,Ambras type hypertrichosis universalis congenita,0.9998,Standard
DB00820,BE0003552,DB00820|BE0003552,3,1,4,DTIAM;DeepPurpose;DeepDTAGen;MolTrans,12.048,0.1531831920146942,0.0025932698,7.5454,12.8293,0.6866445,,Tadalafil,small molecule,C-X-C chemokine receptor type 1,CXCR1,P25024,Humans,Ambras type hypertrichosis universalis congenita,0.9998,Standard
DB00820,BE0003523,DB00820|BE0003523,3,1,4,GraphDTA;DeepPurpose;DeepDTAGen;MolTrans,12.5763,0.0070746350102126,0.20090766,7.4059,12.70057,0.82787746,,Tadalafil,small molecule,Histone deacetylase 4,HDAC4,P56524,Humans,Ambras type hypertrichosis universalis congenita,0.9998,Standard
DB00820,BE0002268,DB00820|BE0002268,3,1,4,GraphDTA;DeepPurpose;DeepDTAGen;MolTrans,12.7785,0.0053336764685809,0.01962393,7.4661,12.8662,0.6480069,,Tadalafil,small molecule,5-oxoprolinase,OPLAH,O14841,Humans,Ambras type hypertrichosis universalis congenita,0.9998,Standard
DB00820,BE0001637,DB00820|BE0001637,3,1,4,GraphDTA;DrugBAN;DeepDTAGen;MolTrans,12.5194,0.0031112057622522,0.99883753,6.9921,12.81488,0.66816837,,Tadalafil,small molecule,Matrix metalloproteinase-16,MMP16,P51512,Humans,Ambras type hypertrichosis universalis congenita,0.9998,Standard
DB00820,BE0000715,DB00820|BE0000715,3,1,4,DTIAM;DeepPurpose;DeepDTAGen;MolTrans,11.9916,0.0612220615148544,0.028387891,7.9485,12.86444,0.7518415,,Tadalafil,small molecule,Alpha-1D adrenergic receptor,ADRA1D,P25100,Humans,Ambras type hypertrichosis universalis congenita,0.9998,Standard
DB00820,BE0000668,DB00820|BE0000668,3,1,4,GraphDTA;DeepPurpose;DeepDTAGen;MolTrans,12.7483,0.0054829432629048,0.60368854,7.754,12.80926,0.60542303,,Tadalafil,small molecule,Mineralocorticoid receptor,NR3C2,P08235,Humans,Ambras type hypertrichosis universalis congenita,0.9998,Standard
DB00820,BE0000575,DB00820|BE0000575,3,1,4,DTIAM;DeepPurpose;DeepDTAGen;MolTrans,12.1484,0.0571589097380638,0.060101088,8.3582,12.80694,0.83010143,,Tadalafil,small molecule,Alpha-1B adrenergic receptor,ADRA1B,P35368,Humans,Ambras type hypertrichosis universalis congenita,0.9998,Standard
DB00820,BE0000491,DB00820|BE0000491,3,1,4,GraphDTA;DeepPurpose;DeepDTAGen;MolTrans,12.4738,0.0026666682679206,0.8546873,7.4013,12.83712,0.8339556,,Tadalafil,small molecule,"Isoleucine--tRNA ligase, cytoplasmic",IARS1,P41252,Humans,Ambras type hypertrichosis universalis congenita,0.9998,Standard
DB00820,BE0000420,DB00820|BE0000420,3,1,4,DTIAM;DeepPurpose;DeepDTAGen;MolTrans,12.2381,0.062557928264141,0.031727448,8.0079,12.79916,0.7498354,,Tadalafil,small molecule,Delta-type opioid receptor,OPRD1,P41143,Humans,Ambras type hypertrichosis universalis congenita,0.9998,Standard
DB00820,BE0000269,DB00820|BE0000269,3,1,4,GraphDTA;DeepPurpose;DeepDTAGen;MolTrans,12.5469,0.0031111342832446,0.75649893,7.5959,12.81868,0.6456654,,Tadalafil,small molecule,Adenylate cyclase type 1,ADCY1,Q08828,Humans,Ambras type hypertrichosis universalis congenita,0.9998,Standard
DB00820,BE0000061,DB00820|BE0000061,3,1,4,DrugBAN;DeepPurpose;DeepDTAGen;MolTrans,12.1702,0.007873348891735,0.9656312,7.4733,12.83654,0.5254192,,Tadalafil,small molecule,Cannabinoid receptor 1,CNR1,P21554,Humans,Ambras type hypertrichosis universalis congenita,0.9998,Standard
DB00820,BE0000045,DB00820|BE0000045,3,1,4,DTIAM;DeepPurpose;DeepDTAGen;MolTrans,12.1682,0.0467569828033447,0.8259674,7.7839,12.76062,0.6306784,,Tadalafil,small molecule,Muscarinic acetylcholine receptor M3,CHRM3,P20309,Humans,Ambras type hypertrichosis universalis congenita,0.9998,Standard
DB00819,BE0002437,DB00819|BE0002437,3,1,4,DTIAM;DrugBAN;DeepPurpose;Conplex,11.4719,0.992797076702118,0.9979221,8.3268,11.98659,,0.96354145,Acetazolamide,small molecule,Carbonic anhydrase 9,CA9,Q16790,Humans,hypertrophic cardiomyopathy,0.9993,Standard
DB00819,BE0000322,DB00819|BE0000322,3,1,4,DTIAM;DrugBAN;DeepPurpose;Conplex,11.2237,0.9970278143882751,0.999754,7.7235,11.83978,,0.93940985,Acetazolamide,small molecule,Carbonic anhydrase 2,CA2,P00918,Humans,hypertrophic cardiomyopathy,0.9993,Standard
DB00796,BE0010516,DB00796|BE0010516,3,1,4,DTIAM;DrugBAN;DeepPurpose;Conplex,12.4498,0.7601314783096313,0.9999312,8.0833,11.23978,,0.8265062,Candesartan cilexetil,,C-X-C chemokine receptor type 2,CXCR2,P25025,Humans,malignant hypertensive renal disease,0.9968,Standard
DB00796,BE0010179,DB00796|BE0010179,3,1,4,GraphDTA;DrugBAN;DeepPurpose;MolTrans,12.9461,0.0022222665138542,0.99480987,7.7891,11.24601,0.99292505,,Candesartan cilexetil,,Adenylate cyclase,ADCY1,Q08828,Humans,malignant hypertensive renal disease,0.9968,Standard
DB00796,BE0009935,DB00796|BE0009935,3,1,4,GraphDTA;DrugBAN;DeepPurpose;MolTrans,12.5655,0.0032602658029645,0.9974648,7.4192,11.23437,0.9825234,,Candesartan cilexetil,,Diacylglycerol kinase,DGKA,P23743,Humans,malignant hypertensive renal disease,0.9968,Standard
DB00796,BE0009882,DB00796|BE0009882,3,1,4,GraphDTA;DrugBAN;DeepPurpose;Conplex,12.6784,0.0051852953620254,0.9998807,7.7753,11.24024,,0.6340867,Candesartan cilexetil,,Sphingosine 1-phosphate receptor 4,S1PR4,O95977,Humans,malignant hypertensive renal disease,0.9968,Standard
DB00796,BE0009378,DB00796|BE0009378,3,1,4,GraphDTA;DrugBAN;DeepPurpose;MolTrans,12.6278,0.0052545643411576,0.9718983,7.5743,11.24964,0.91040164,,Candesartan cilexetil,,Hydrogen potassium ATPase,ATP4A,P20648,Humans,malignant hypertensive renal disease,0.9968,Standard
DB00796,BE0009153,DB00796|BE0009153,3,1,4,GraphDTA;DrugBAN;DeepPurpose;Conplex,12.5072,0.0038533995393663,0.97883695,7.6605,11.25128,,0.59895307,Candesartan cilexetil,,G-protein coupled receptor 12,GPR12,P47775,Humans,malignant hypertensive renal disease,0.9968,Standard
DB00796,BE0009014,DB00796|BE0009014,3,1,4,DTIAM;DrugBAN;DeepPurpose;Conplex,12.3843,0.0845405906438827,0.99964905,7.4389,11.24441,,0.51086545,Candesartan cilexetil,,ATP synthase subunit a,MT-ATP6,P00846,Humans,malignant hypertensive renal disease,0.9968,Standard
DB00796,BE0008652,DB00796|BE0008652,3,1,4,GraphDTA;DrugBAN;DeepPurpose;Conplex,12.6013,0.0040040947496891,1.0,7.6251,11.40874,,0.70130545,Candesartan cilexetil,,Sphingosine 1-phosphate receptor 1,S1PR1,P21453,Humans,malignant hypertensive renal disease,0.9968,Standard
DB00796,BE0005865,DB00796|BE0005865,3,1,4,GraphDTA;DrugBAN;DeepPurpose;Conplex,12.6239,0.0045959432609379,0.99999917,8.0644,11.23773,,0.7692161,Candesartan cilexetil,,Orexin receptor type 2,HCRTR2,O43614,Humans,malignant hypertensive renal disease,0.9968,Standard
DB00796,BE0005864,DB00796|BE0005864,3,1,4,GraphDTA;DrugBAN;DeepPurpose;Conplex,12.6615,0.0031147163826972,0.9998697,7.7223,11.24666,,0.80306196,Candesartan cilexetil,,Orexin/Hypocretin receptor type 1,HCRTR1,O43613,Humans,malignant hypertensive renal disease,0.9968,Standard
DB00796,BE0005561,DB00796|BE0005561,3,1,4,GraphDTA;DTIAM;DeepPurpose;Conplex,12.5122,0.1097761020064354,0.90125746,7.6491,11.23021,0.030108968,0.82612634,Candesartan cilexetil,,Platelet-activating factor receptor,PTAFR,P25105,Humans,malignant hypertensive renal disease,0.9968,Standard
DB00796,BE0004957,DB00796|BE0004957,3,1,4,GraphDTA;DrugBAN;DeepPurpose;Conplex,12.5185,0.0031111123971641,0.98606175,8.081,11.24001,,0.68990225,Candesartan cilexetil,,5-hydroxytryptamine receptor 2,HTR2A,P28223,Humans,malignant hypertensive renal disease,0.9968,Standard
DB00796,BE0004881,DB00796|BE0004881,3,1,4,GraphDTA;DrugBAN;DeepPurpose;Conplex,12.5185,0.0031111123971641,0.98606175,8.081,11.24001,,0.68990225,Candesartan cilexetil,,5-hydroxytryptamine 2 receptor,HTR2A,P28223,Humans,malignant hypertensive renal disease,0.9968,Standard
DB00796,BE0003561,DB00796|BE0003561,3,1,4,GraphDTA;DrugBAN;DeepPurpose;Conplex,12.5244,0.011268762871623,0.99999094,7.8564,11.27031,2.2786431e-05,0.7555279,Candesartan cilexetil,,Prostaglandin D2 receptor 2,PTGDR2,Q9Y5Y4,Humans,malignant hypertensive renal disease,0.9968,Standard
DB00796,BE0003489,DB00796|BE0003489,3,1,4,GraphDTA;DrugBAN;DeepPurpose;Conplex,12.4807,0.0124540524557232,0.9871242,7.4589,11.23722,1.1135479e-05,0.71862715,Candesartan cilexetil,,Leukotriene B4 receptor 2,LTB4R2,Q9NPC1,Humans,malignant hypertensive renal disease,0.9968,Standard
DB00796,BE0003426,DB00796|BE0003426,3,1,4,DTIAM;DrugBAN;DeepPurpose;Conplex,12.3633,0.7775728106498718,0.9942848,7.8287,11.30666,7.843931e-05,0.50090015,Candesartan cilexetil,,Type-2 angiotensin II receptor,AGTR2,P50052,Humans,malignant hypertensive renal disease,0.9968,Standard
DB00796,BE0003387,DB00796|BE0003387,3,1,4,DTIAM;DrugBAN;DeepPurpose;Conplex,12.424,0.658981204032898,0.999926,7.5798,11.23622,,0.7444786,Candesartan cilexetil,,C-C chemokine receptor type 2,CCR2,P41597,Humans,malignant hypertensive renal disease,0.9968,Standard
DB00796,BE0002463,DB00796|BE0002463,3,1,4,GraphDTA;DTIAM;DeepPurpose;Conplex,12.6127,0.8757450580596924,0.9420147,7.594,11.24001,,0.707525,Candesartan cilexetil,,C-C chemokine receptor type 9,CCR9,P51686,Humans,malignant hypertensive renal disease,0.9968,Standard
DB00796,BE0002447,DB00796|BE0002447,3,1,4,GraphDTA;DrugBAN;DeepPurpose;Conplex,12.5314,0.0059260502457618,0.9885606,8.0227,11.32045,,0.6299548,Candesartan cilexetil,,Melanocyte-stimulating hormone receptor,MC1R,Q01726,Humans,malignant hypertensive renal disease,0.9968,Standard
DB00796,BE0002432,DB00796|BE0002432,3,1,4,GraphDTA;DrugBAN;DeepPurpose;Conplex,12.882,0.0049631199799478,0.9999969,7.5513,11.43948,1.36295375e-05,0.5973921,Candesartan cilexetil,,Sphingosine 1-phosphate receptor 5,S1PR5,Q9H228,Humans,malignant hypertensive renal disease,0.9968,Standard
DB00796,BE0002375,DB00796|BE0002375,3,1,4,GraphDTA;DrugBAN;DeepPurpose;Conplex,12.4955,0.0019339604768902,0.99035925,7.4186,11.23638,,0.70438725,Candesartan cilexetil,,Prostaglandin E2 receptor EP3 subtype,PTGER3,P43115,Humans,malignant hypertensive renal disease,0.9968,Standard
DB00796,BE0002258,DB00796|BE0002258,3,1,4,GraphDTA;DrugBAN;DeepPurpose;Conplex,12.567,0.0077560003846883,0.99996495,7.5115,11.24508,,0.8020792,Candesartan cilexetil,,Succinate receptor 1,SUCNR1,Q9BXA5,Humans,malignant hypertensive renal disease,0.9968,Standard
DB00796,BE0001158,DB00796|BE0001158,3,1,4,GraphDTA;DrugBAN;DeepPurpose;Conplex,12.9615,0.0044032000005245,0.9828404,7.8898,11.29582,,0.81545216,Candesartan cilexetil,,Gastrin/cholecystokinin type B receptor,CCKBR,P32239,Humans,malignant hypertensive renal disease,0.9968,Standard
DB00796,BE0000928,DB00796|BE0000928,3,1,4,GraphDTA;DrugBAN;DeepPurpose;Conplex,12.5783,0.0111270863562822,0.99438596,7.7074,11.24201,,0.78693134,Candesartan cilexetil,,Proteinase-activated receptor 1,F2R,P25116,Humans,malignant hypertensive renal disease,0.9968,Standard
DB00796,BE0000911,DB00796|BE0000911,3,1,4,GraphDTA;DTIAM;DeepPurpose;Conplex,12.479,0.707028329372406,0.23235834,7.5533,11.27913,,0.767885,Candesartan cilexetil,,C-C chemokine receptor type 5,CCR5,P51681,Humans,malignant hypertensive renal disease,0.9968,Standard
DB00796,BE0000835,DB00796|BE0000835,3,1,4,GraphDTA;DrugBAN;DeepPurpose;Conplex,12.6022,0.0032592655625194,0.9986058,7.5122,11.28689,,0.50184155,Candesartan cilexetil,,Metabotropic glutamate receptor 8,GRM8,O00222,Humans,malignant hypertensive renal disease,0.9968,Standard
DB00796,BE0000757,DB00796|BE0000757,3,1,4,GraphDTA;DrugBAN;DeepPurpose;Conplex,12.6112,0.0057780444622039,0.9994342,7.6507,11.25204,1.0126185e-05,0.65387356,Candesartan cilexetil,,Solute carrier family 22 member 4,SLC22A4,Q9H015,Humans,malignant hypertensive renal disease,0.9968,Standard
DB00796,BE0000738,DB00796|BE0000738,3,1,4,GraphDTA;DrugBAN;DeepPurpose;Conplex,12.6045,0.0071141105145215,0.9891952,7.5943,11.23926,0.00014188503,0.5266158,Candesartan cilexetil,,Neuronal acetylcholine receptor subunit alpha-2,CHRNA2,Q15822,Humans,malignant hypertensive renal disease,0.9968,Standard
DB00796,BE0000688,DB00796|BE0000688,3,1,4,GraphDTA;DrugBAN;DeepPurpose;Conplex,12.6008,0.0056745037436485,0.9943241,7.4288,11.24193,,0.58569217,Candesartan cilexetil,,Free fatty acid receptor 1,FFAR1,O14842,Humans,malignant hypertensive renal disease,0.9968,Standard
DB00796,BE0000451,DB00796|BE0000451,3,1,4,GraphDTA;DrugBAN;DeepPurpose;Conplex,12.5185,0.0031111123971641,0.98606175,8.081,11.24001,,0.68990225,Candesartan cilexetil,,5-hydroxytryptamine receptor 2A,HTR2A,P28223,Humans,malignant hypertensive renal disease,0.9968,Standard
DB00796,BE0000389,DB00796|BE0000389,3,1,4,GraphDTA;DrugBAN;DeepPurpose;Conplex,12.7057,0.0025185190606862,0.995239,8.4172,11.24547,,0.56903243,Candesartan cilexetil,,D(4) dopamine receptor,DRD4,P21917,Humans,malignant hypertensive renal disease,0.9968,Standard
DB00796,BE0000384,DB00796|BE0000384,3,1,4,GraphDTA;DrugBAN;DeepPurpose;Conplex,12.5045,0.003859675489366,0.9954426,7.9763,11.25276,,0.81700575,Candesartan cilexetil,,Substance-P receptor,TACR1,P25103,Humans,malignant hypertensive renal disease,0.9968,Standard
DB00796,BE0000174,DB00796|BE0000174,3,1,4,GraphDTA;DrugBAN;DeepPurpose;Conplex,12.6861,0.0063956081867218,0.9999546,7.4458,11.23669,,0.51168436,Candesartan cilexetil,,Monocarboxylate transporter 7,SLC16A6,O15403,Humans,malignant hypertensive renal disease,0.9968,Standard
DB00796,BE0000106,DB00796|BE0000106,3,1,4,GraphDTA;DrugBAN;DeepPurpose;Conplex,12.7033,0.0059260823763906,0.9980756,7.614,11.38494,,0.7294878,Candesartan cilexetil,,Organic cation/carnitine transporter 2,SLC22A5,O76082,Humans,malignant hypertensive renal disease,0.9968,Standard
DB00796,BE0000099,DB00796|BE0000099,3,1,4,GraphDTA;DTIAM;DeepPurpose;Conplex,12.5414,0.1388739049434662,0.0004708697,7.6345,11.24851,,0.58441925,Candesartan cilexetil,,Cysteinyl leukotriene receptor 2,CYSLTR2,Q9NS75,Humans,malignant hypertensive renal disease,0.9968,Standard
DB00796,BE0000045,DB00796|BE0000045,3,1,4,GraphDTA;DrugBAN;DeepPurpose;Conplex,12.5256,0.0037037101574242,0.97485036,8.2927,11.2477,,0.67212653,Candesartan cilexetil,,Muscarinic acetylcholine receptor M3,CHRM3,P20309,Humans,malignant hypertensive renal disease,0.9968,Standard
DB00783,BE0005001,DB00783|BE0005001,3,1,4,DTIAM;DrugBAN;DeepPurpose;Conplex,11.9022,0.3705077767372131,0.9963408,8.3556,12.071,,0.60391045,Estradiol,,Steroid hormone receptor ERR2,ESRRB,O95718,Humans,acne (disease),0.9996,Standard
DB00783,BE0000707,DB00783|BE0000707,3,1,4,DTIAM;DrugBAN;DeepPurpose;Conplex,11.8973,0.1589714884757995,0.9779414,8.4533,11.97137,,0.5013839,Estradiol,,Retinoic acid receptor RXR-gamma,RXRG,P48443,Humans,acne (disease),0.9996,Standard
